Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2021/07/05 05:30:00 PM,2021/07/05,17:30,2021,Monday,2021/07/05 07:16:00 PM,104705328161,1047053,210423066,28161,Malicious Mischief,Vandalism,"Malicious Mischief, Tire Slashing",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/06/29 09:30:00 AM,2021/06/29,09:30,2021,Tuesday,2021/06/29 09:58:00 AM,104483368000,1044833,210407098,68000,Fire Report,Fire Report,Fire Report,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/07/23 04:23:00 PM,2021/07/23,16:23,2021,Friday,2021/07/23 04:30:00 PM,105325011012,1053250,210465842,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2022/04/26 05:00:00 PM,2022/04/26,17:00,2022,Tuesday,2022/04/26 05:00:00 PM,114635875025,1146358,220264593,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/11/29 01:09:00 PM,2021/11/29,13:09,2021,Monday,2021/11/29 01:09:00 PM,109655664065,1096556,210787395,64065,Suspicious Occ,Suspicious Occ,Suspicious Vehicle,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/07/23 04:23:00 PM,2021/07/23,16:23,2021,Friday,2021/07/23 04:30:00 PM,105325065015,1053250,210465842,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/11/29 01:09:00 PM,2021/11/29,13:09,2021,Monday,2021/11/29 01:09:00 PM,109655207023,1096552,210718118,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2022/04/26 05:00:00 PM,2022/04/26,17:00,2022,Tuesday,2022/04/26 05:00:00 PM,114635865021,1146358,220264593,65021,,,"Driving, Stunt Vehicle/Street Racing",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/06/29 09:30:00 AM,2021/06/29,09:30,2021,Tuesday,2021/06/29 09:58:00 AM,104483351040,1044833,210407098,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2022/03/14 10:31:00 AM,2022/03/14,10:31,2022,Monday,2022/03/14 10:42:00 AM,113080564020,1130805,220168757,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2021/07/23 04:23:00 PM,2021/07/23,16:23,2021,Friday,2021/07/23 04:30:00 PM,105325007041,1053250,210465842,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/09/22 09:42:00 AM,2023/09/22,09:42,2023,Friday,2023/09/22 09:42:00 AM,132149907055,1321499,230681476,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/09/10 02:00:00 AM,2023/09/10,02:00,2023,Sunday,2023/09/11 09:16:00 AM,131733374000,1317333,230650493,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/27 12:00:00 AM,2023/07/27,00:00,2023,Thursday,2023/07/31 11:33:00 AM,131121606244,1311216,236162713,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/08/12 09:25:00 AM,2023/08/12,09:25,2023,Saturday,2023/08/12 09:25:00 AM,130661364085,1306613,230569474,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/28 07:20:00 PM,2023/07/28,19:20,2023,Friday,2023/07/28 07:58:00 PM,130133972000,1301339,230529393,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/17 09:40:00 AM,2023/07/17,09:40,2023,Monday,2023/07/21 04:53:00 PM,129865619057,1298656,230509113,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/17 09:40:00 AM,2023/07/17,09:40,2023,Monday,2023/07/21 04:53:00 PM,129865604013,1298656,230509113,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/18 08:00:00 AM,2023/07/18,08:00,2023,Tuesday,2023/07/20 04:43:00 PM,129818907026,1298189,230506181,07026,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/07/17 09:40:00 AM,2023/07/17,09:40,2023,Monday,2023/07/21 04:53:00 PM,129865604170,1298656,230509113,04170,Assault,Simple Assault,False Imprisonment,Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/06/22 12:00:00 PM,2023/06/22,12:00,2023,Thursday,2023/06/30 04:36:00 PM,129131528150,1291315,230452045,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/11/14 10:47:00 PM,2023/11/14,22:47,2023,Tuesday,2023/11/14 10:55:00 PM,133738964085,1337389,230810443,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/11/08 09:00:00 PM,2023/11/08,21:00,2023,Wednesday,2023/11/09 08:20:00 PM,133607907021,1336079,230799756,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/06/06 03:10:00 PM,2023/06/06,15:10,2023,Tuesday,2023/06/06 03:52:00 PM,128320462050,1283204,230390809,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/06/06 03:10:00 PM,2023/06/06,15:10,2023,Tuesday,2023/06/06 03:52:00 PM,128320427195,1283204,230390809,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/05/29 05:49:00 PM,2023/05/29,17:49,2023,Monday,2023/05/29 05:58:00 PM,128048504013,1280485,230370851,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/05/29 05:49:00 PM,2023/05/29,17:49,2023,Monday,2023/05/29 05:58:00 PM,128048568069,1280485,230370851,68069,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Injury",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/05/29 05:49:00 PM,2023/05/29,17:49,2023,Monday,2023/05/29 05:58:00 PM,128048568060,1280485,230370851,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/10/25 01:00:00 AM,2023/10/25,01:00,2023,Wednesday,2023/10/29 12:53:00 AM,133270671000,1332706,230772699,71000,Lost Property,Lost Property,Lost Property,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/05/01 08:00:00 AM,2023/05/01,08:00,2023,Monday,2023/05/01 08:41:00 PM,127176672000,1271766,230297261,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2023/04/11 09:30:00 PM,2023/04/11,21:30,2023,Tuesday,2023/04/12 09:50:00 AM,126481407023,1264814,230253360,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856817483276,-122.3703523516931,POINT (-122.3703523516931 37.72856817483276)
2024/03/25 06:00:00 AM,2024/03/25,06:00,2024,Monday,2024/03/25 06:23:00 AM,137643827170,1376438,240189169,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856903076172,-122.37035369873047,POINT (-122.37035369873047 37.72856903076172)
2024/03/25 06:00:00 AM,2024/03/25,06:00,2024,Monday,2024/03/25 06:23:00 AM,137643863010,1376438,240189169,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856903076172,-122.37035369873047,POINT (-122.37035369873047 37.72856903076172)
2024/02/28 04:15:00 PM,2024/02/28,16:15,2024,Wednesday,2024/03/02 10:58:00 AM,137035606244,1370356,246027862,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,DONAHUE ST \ CLEO RAND AVE,Bayview,Bayview Hunters Point,37.72856903076172,-122.37035369873047,POINT (-122.37035369873047 37.72856903076172)
2024/05/03 06:48:00 PM,2024/05/03,18:48,2024,Friday,2024/05/03 06:48:00 PM,138757164070,1387571,240279760,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,CLEO RAND AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72856903076172,-122.37035369873047,POINT (-122.37035369873047 37.72856903076172)
2021/08/05 03:00:00 PM,2021/08/05,15:00,2021,Thursday,2021/08/07 04:45:00 PM,105800506374,1058005,210501662,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/06/29 10:00:00 AM,2020/06/29,10:00,2020,Monday,2020/06/30 01:13:00 AM,93956874000,939568,200390588,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/05/11 10:30:00 AM,2020/05/11,10:30,2020,Monday,2020/05/11 10:14:00 PM,92708406372,927084,206079728,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/06/03 01:30:00 PM,2020/06/03,13:30,2020,Wednesday,2020/06/04 05:40:00 PM,93280606373,932806,200339467,06373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/06/30 10:00:00 PM,2020/06/30,22:00,2020,Tuesday,2020/07/01 11:51:00 PM,94012174000,940121,200394897,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/01/17 09:50:00 PM,2021/01/17,21:50,2021,Sunday,2021/01/17 09:54:00 PM,99701515200,997015,210038950,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/11/27 04:28:00 PM,2020/11/27,16:28,2020,Friday,2020/11/27 04:28:00 PM,98210865015,982108,200716809,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/07/13 02:00:00 PM,2020/07/13,14:00,2020,Monday,2020/07/14 10:27:00 PM,94470406372,944704,206107341,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/08/22 02:54:00 PM,2020/08/22,14:54,2020,Saturday,2020/08/22 02:55:00 PM,95505063010,955050,200505414,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/01/17 09:50:00 PM,2021/01/17,21:50,2021,Sunday,2021/01/17 09:54:00 PM,99701515161,997015,210038950,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/11/27 04:28:00 PM,2020/11/27,16:28,2020,Friday,2020/11/27 04:28:00 PM,98210865010,982108,200716809,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/09/26 08:00:00 PM,2019/09/26,20:00,2019,Thursday,2019/10/10 11:00:00 AM,85687674000,856876,190763257,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/12/02 03:45:00 PM,2020/12/02,15:45,2020,Wednesday,2020/12/04 08:41:00 AM,98411606372,984116,200730564,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/11/06 12:19:00 PM,2020/11/06,12:19,2020,Friday,2020/12/10 11:40:00 AM,98582206301,985822,200744731,06301,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, <$50",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/22 03:30:00 AM,2019/11/22,03:30,2019,Friday,2020/02/05 02:22:00 PM,89944804134,899448,200076089,04134,Assault,Simple Assault,Battery,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/02/21 07:30:00 PM,2020/02/21,19:30,2020,Friday,2020/02/27 04:55:00 PM,90750206303,907502,200148008,06303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/16 02:20:00 PM,2019/11/16,14:20,2019,Saturday,2019/11/16 03:27:00 PM,87398206244,873982,196251458,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/08/13 12:00:00 AM,2019/08/13,00:00,2019,Tuesday,2019/08/13 12:56:00 PM,83421906224,834219,196165241,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/04/21 05:00:00 PM,2020/04/21,17:00,2020,Tuesday,2020/05/04 07:00:00 PM,92447174000,924471,200276314,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/22 03:30:00 AM,2019/11/22,03:30,2019,Friday,2020/01/30 06:08:00 PM,89759012030,897590,200076089,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/01/31 12:00:00 PM,2020/01/31,12:00,2020,Friday,2020/02/10 03:00:00 PM,90166707041,901667,200081765,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/01/31 12:00:00 PM,2020/01/31,12:00,2020,Friday,2020/02/02 08:36:00 AM,89842607021,898426,200081765,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/10/16 10:58:00 AM,2019/10/16,10:58,2019,Wednesday,2019/10/16 10:58:00 AM,85891407041,858914,190725122,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/07 06:49:00 AM,2019/11/07,06:49,2019,Thursday,2019/11/07 06:49:00 AM,86742272000,867422,190842453,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/22 03:30:00 AM,2019/11/22,03:30,2019,Friday,2020/02/05 02:22:00 PM,89944812030,899448,200076089,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2020/03/29 01:00:00 PM,2020/03/29,13:00,2020,Sunday,2020/03/29 09:30:00 PM,91652006301,916520,200216031,06301,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, <$50",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/11/22 03:30:00 AM,2019/11/22,03:30,2019,Friday,2020/01/30 06:08:00 PM,89759004134,897590,200076089,04134,Assault,Simple Assault,Battery,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/06/15 04:57:00 PM,2019/06/15,16:57,2019,Saturday,2019/06/15 04:57:00 PM,81206504011,812065,190428912,04011,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/11/28 01:06:00 PM,2018/11/28,13:06,2018,Wednesday,2018/11/28 05:12:00 PM,74287806372,742878,180899555,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/06/19 10:40:00 AM,2019/06/19,10:40,2019,Wednesday,2019/06/19 02:45:00 PM,81338104134,813381,190443750,04134,Assault,Simple Assault,Battery,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/09/12 08:48:00 PM,2018/09/12,20:48,2018,Wednesday,2018/09/12 09:37:00 PM,71380004134,713800,180692622,04134,Assault,Simple Assault,Battery,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/03/28 11:45:00 PM,2019/03/28,23:45,2019,Thursday,2019/03/28 11:45:00 PM,78458164020,784581,190221120,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/12/11 04:00:00 PM,2018/12/11,16:00,2018,Tuesday,2018/12/28 03:01:00 PM,75315206372,753152,180977060,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2019/06/21 08:30:00 AM,2019/06/21,08:30,2019,Friday,2019/06/21 04:19:00 PM,81419628150,814196,190449805,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/06/18 03:30:00 PM,2018/06/18,15:30,2018,Monday,2018/06/18 08:42:00 PM,68083906243,680839,180453004,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/04/03 09:00:00 PM,2018/04/03,21:00,2018,Tuesday,2018/04/04 03:56:00 PM,65332704144,653327,180249916,04144,Assault,Simple Assault,"Battery, Sexual",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/05/20 09:00:00 AM,2018/05/20,09:00,2018,Sunday,2018/05/20 09:43:00 AM,67039164070,670391,180375129,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/04/03 09:00:00 PM,2018/04/03,21:00,2018,Tuesday,2018/04/04 03:56:00 PM,65332719057,653327,180249916,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/05/14 02:38:00 PM,2018/05/14,14:38,2018,Monday,2018/05/14 02:38:00 PM,66822816650,668228,180359195,16650,Drug Offense,Drug Violation,Methamphetamine Offense,Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/05/14 02:38:00 PM,2018/05/14,14:38,2018,Monday,2018/05/14 02:38:00 PM,66822862010,668228,180359195,62010,Warrant,Warrant,"Warrant Arrest, Enroute To US Marshall",Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/04/03 08:50:00 AM,2021/04/03,08:50,2021,Saturday,2021/04/03 09:04:00 AM,101853075000,1018530,210205983,75000,Missing Person,Missing Person,Found Person,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/02/14 03:56:00 PM,2021/02/14,15:56,2021,Sunday,2021/02/14 03:56:00 PM,100524261030,1005242,210102016,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
